input,name,address,lat,long
"254 Webster Ave., Jersey City, New Jersey 07307",254 Webster Ave,"254 Webster Ave, Jersey City, NJ 07307, USA",40.747073,-74.04409199999999
"58 Wayne Street, Jersey City, New Jersey 07302",58 Wayne St,"58 Wayne St, Jersey City, NJ 07302, USA",40.7194544,-74.0446269
"174 Tonnele Ave., Jersey City, New Jersey 07306",174 Tonnelle Ave,"174 Tonnelle Ave, Jersey City, NJ 07306, USA",40.7368677,-74.0661354
"100 Dudley St.  Apt.#2115, Jersey City, New Jersey 07302",NA,NA,NA,NA
"9177427707, Jersey City, New Jersey 07302",NA,NA,NA,NA
"32 Gifford Avenue, Jersey City, New Jersey 07304",32 Gifford Ave,"32 Gifford Ave, Jersey City, NJ 07304, USA",40.7210684,-74.0745778
"62 Carlton Ave., Jersey City, New Jersey 07306",62 Carlton Ave,"62 Carlton Ave, Jersey City, NJ 07306, USA",40.7435878,-74.0571441
"2325 JFK Blvd.  Apt. 2R, Jersey City, New Jersey 07304",2325 John F. Kennedy Blvd #2r,"2325 John F. Kennedy Blvd #2r, North Bergen, NJ 07047, USA",40.717889,-74.07996299999999
"1 Greene St. APt.412, Jersey City, New Jersey 07302",1 Greene St #412,"1 Greene St #412, Jersey City, NJ 07302, USA",40.7125911,-74.0367138
"115 Thorne St., Jersey City, New Jersey 07307",115 Thorne St,"115 Thorne St, Jersey City, NJ 07307, USA",40.750315,-74.0526579
"54 Magnolia Ave. Apt.1-2, Jersey City, New Jersey 07306",54 Magnolia Ave Apt 1-2,"54 Magnolia Ave Apt 1-2, Jersey City, NJ 07306, USA",40.7294401,-74.0568258
"11 Giles Avenue, Jersey City, New Jersey 07306",11 Giles Ave,"11 Giles Ave, Jersey City, NJ 07306, USA",40.7338678,-74.07345339999999
"24 Stegman Ct., Jersey City, New Jersey 07305",24 Stegman Ct,"24 Stegman Ct, Jersey City, NJ 07305, USA",40.71003049999999,-74.0928071
"387 Princeton Ave., Jersey City, New Jersey 07305",387 Princeton Ave,"387 Princeton Ave, Jersey City, NJ 07305, USA",40.6931892,-74.08764479999999
"36 Dogwood St., Jersey City, New Jersey 07305",36 Dogwood St,"36 Dogwood St, Jersey City, NJ 07305, USA",40.7062824,-74.10491619999999
"106 Glenwood Ave. Apt.501, Jersey City, New Jersey 07306",106 Glenwood Ave #501,"106 Glenwood Ave #501, Jersey City, NJ 07306, USA",40.7282729,-74.0718472
"180 10th Street, Jersey City, New Jersey 07302",Roosevelt,"Roosevelt, 180 10th St, Jersey City, NJ 07302, USA",40.7290046,-74.04107429999999
"116 Williams Ave 2, Jersey City, New Jersey 07304",116 Williams Ave,"116 Williams Ave, Jersey City, NJ 07304, USA",40.720504,-74.088624
"116 Williams Ave 2, Jersey City, New Jersey 07304",2 Williams Ave,"2 Williams Ave, Jersey City, NJ 07304, USA",40.7178941,-74.0842134
"406 Halladay St., Jersey City, New Jersey 07304",406 Halladay St,"406 Halladay St, Jersey City, NJ 07304, USA",40.714878,-74.05906120000002
"48 Booraem Ave., Jersey City, New Jersey 07307",48 Booraem Ave,"48 Booraem Ave, Jersey City, NJ 07307, USA",40.739464,-74.0485816
"1173 Summit Avenue, Jersey City, New Jersey 07307",1173 Summit Ave,"1173 Summit Ave, Jersey City, NJ 07307, USA",40.7553582,-74.04624489999999
"54 Kensington Ave, Jersey City, New Jersey 07304",54 Kensington Ave,"54 Kensington Ave, Jersey City, NJ 07304, USA",40.722826,-74.074135
"12 Reserve Ave Apt. 1, Jersey City, New Jersey 07307",12 Reserve Ave #1,"12 Reserve Ave #1, Jersey City, NJ 07307, USA",40.747761,-74.0602018
"71 Baldwin Ave, Jersey City, New Jersey 07306",71 Baldwin Ave,"71 Baldwin Ave, Jersey City, NJ 07306, USA",40.7244664,-74.06396509999999
"367 Fulton Ave. Apt.2, Jersey City, New Jersey 07305",367 Fulton Ave #2,"367 Fulton Ave #2, Jersey City, NJ 07305, USA",40.708722,-74.09346099999999
"31 Nelson Ave, Jersey City, New Jersey 07307",31 Nelson Ave,"31 Nelson Ave, Jersey City, NJ 07307, USA",40.7533586,-74.05261759999999
"49 College St., Jersey City, New Jersey 07305",49 College St,"49 College St, Jersey City, NJ 07305, USA",40.7109979,-74.088815
"60 Martin Luther King Dr. 2A, Jersey City, New Jersey 07305",60 Martin Luther King Dr. #2a,"60 Martin Luther King Dr. #2a, Jersey City, NJ 07305, USA",40.702063,-74.089092
"133 Charles Street Apt. 1, Jersey City, New Jersey 07307",133 Charles St #1,"133 Charles St #1, Jersey City, NJ 07307, USA",40.7500356,-74.0538454
"179 Tonnele Ave. Apt. 2, Jersey City, New Jersey 07306",179 Tonnelle Ave #2,"179 Tonnelle Ave #2, Jersey City, NJ 07306, USA",40.7368974,-74.0664242
"377 Manila Ave., Jersey City, New Jersey 07302",377 Manila Ave,"377 Manila Ave, Jersey City, NJ 07302, USA",40.722112,-74.042855
"154 Delaware Ave, Jersey City, New Jersey 07306",154 Delaware Ave,"154 Delaware Ave, Jersey City, NJ 07306, USA",40.72616,-74.0779507
"11 Bayside Terrace, Jersey City, New Jersey 07305",11 Bayside Terrace,"11 Bayside Terrace, Jersey City, NJ 07305, USA",40.69875649999999,-74.080945
"60 Martin Luther King Dr. 2A, Jersey City, New Jersey 07305",60 Martin Luther King Dr. #2a,"60 Martin Luther King Dr. #2a, Jersey City, NJ 07305, USA",40.702063,-74.089092
"107 York St.  Apt.2, Jersey City, New Jersey 07302",107 York St #2,"107 York St #2, Jersey City, NJ 07302, USA",40.7159762,-74.0383892
"3550 Kennedy Blvd Apt. 1, Jersey City, New Jersey 07307",3550 John F. Kennedy Blvd #1,"3550 John F. Kennedy Blvd #1, Union City, NJ 07087, USA",40.752805,-74.05127499999999
"730 Newark Ave. Apt. 16F, Jersey City, New Jersey 07306",730 Newark Ave #16f,"730 Newark Ave #16f, Jersey City, NJ 07306, USA",40.73535589999999,-74.06222180000002
"27 Skillman Ave. Apt.1, Jersey City, New Jersey 07306",27 Skillman Ave #1,"27 Skillman Ave #1, Jersey City, NJ 07306, USA",40.7372898,-74.06404549999999
"11 Nelson Ave., Jersey City, New Jersey 07303",11 Nelson Ave,"11 Nelson Ave, Jersey City, NJ 07307, USA",40.7528509,-74.05312239999999
"162 Congress St Floor 2, Jersey City, New Jersey 07307",162 Congress St Floor 2,"162 Congress St Floor 2, Jersey City, NJ 07307, USA",40.7517685,-74.0476209
"59 Garrison Ave, Jersey City, New Jersey 07306",59 Garrison Ave,"59 Garrison Ave, Jersey City, NJ 07306, USA",40.7310805,-74.06943790000001
"48 Belmont Ave. Apt.1, Jersey City, New Jersey 07304",48 Belmont Ave #1,"48 Belmont Ave #1, Jersey City, NJ 07304, USA",40.7195946,-74.0692658
"74 1/2 Morris St, Jersey City, New Jersey 07302",74 1/2 Morris St,"74 1/2 Morris St, Jersey City, NJ 07302, USA",40.7139054,-74.0371036
"14 Seidler St.   Apt.1, Jersey City, New Jersey 07304",14 Seidler St #1,"14 Seidler St #1, Jersey City, NJ 07304, USA",40.716113,-74.075081
"360 Mercer St., Jersey City, New Jersey 07302",360 Mercer St,"360 Mercer St, Jersey City, NJ 07302, USA",40.7232569,-74.05929499999999
"920 Summit Avenue, Jersey City, New Jersey 07307",920 Summit Ave,"920 Summit Ave, Jersey City, NJ 07307, USA",40.7453167,-74.0526438
"630 bergen Ave., Jersey City, New Jersey 07304",630 Bergen Ave,"630 Bergen Ave, Jersey City, NJ 07304, USA",40.7215101,-74.0714112
"100 Bleeker St. Apt. 2, Jersey City, New Jersey 07307",100 Bleecker St #2,"100 Bleecker St #2, Jersey City, NJ 07307, USA",40.7517793,-74.051344
"274 Bright St., Jersey City, New Jersey 07302",274 Bright St,"274 Bright St, Jersey City, NJ 07302, USA",40.720132,-74.0570555
"55 Giles Ave, Jersey City, New Jersey 07306",55 Giles Ave,"55 Giles Ave, Jersey City, NJ 07306, USA",40.7349873,-74.07290270000001
"1 Shore Lane, Jersey City, New Jersey 07310",1 Shore Ln,"1 Shore Ln, Jersey City, NJ 07310, USA",40.7304035,-74.0323796
"115 Bentley Ave, Jersey City, New Jersey 07304",115 Bentley Ave,"115 Bentley Ave, Jersey City, NJ 07304, USA",40.721475,-74.07869199999999
"170 Lexington Ave., Jersey City, New Jersey 07304",170 Lexington Ave,"170 Lexington Ave, Jersey City, NJ 07304, USA",40.720483,-74.08397300000001
"375E Montgomery St., Jersey City, New Jersey 07302",375 Montgomery St,"375 Montgomery St, Jersey City, NJ 07302, USA",40.7198497,-74.0519772
"17 Roosevelt Avenue, Jersey City, New Jersey 07304",17 Roosevelt Ave,"17 Roosevelt Ave, Jersey City, NJ 07304, USA",40.7202416,-74.08260369999999
"11 Sheffield St., Jersey City, New Jersey 07305",11 Sheffield St,"11 Sheffield St, Jersey City, NJ 07305, USA",40.6974682,-74.0887157
"76 St. Pauls Ave. Apt.3Q, Jersey City, New Jersey 07306",76 St Pauls Ave #3q,"76 St Pauls Ave #3q, Jersey City, NJ 07306, USA",40.7353453,-74.05420649999999
"13 Mina Dr., Jersey City, New Jersey 07305",13 Mina Dr,"13 Mina Dr, Jersey City, NJ 07305, USA",40.6992075,-74.1019039
"65 College Street, Jersey City, New Jersey 07305",65 College St,"65 College St, Jersey City, NJ 07305, USA",40.71131889999999,-74.0884949
"20 Romaine Ave. Apt.1, Jersey City, New Jersey 07306",20 Romaine Ave #1,"20 Romaine Ave #1, Jersey City, NJ 07306, USA",40.7303556,-74.0703901
"161 Audobon Avenue, Jersey City, New Jersey 07305",161 Audubon Ave,"161 Audubon Ave, Jersey City, NJ 07305, USA",40.7108864,-74.0918894
"28 Gates Ave Apt. 1, Jersey City, New Jersey 07305",28 Gates Ave #1,"28 Gates Ave #1, Jersey City, NJ 07305, USA",40.6887432,-74.09428700000001
"224 Linden Ave. Apt.2, Jersey City, New Jersey 07305",224 Linden Ave #2,"224 Linden Ave #2, Jersey City, NJ 07305, USA",40.6987546,-74.09422959999999
"201 Lexington Ave, Jersey City, New Jersey 07304",201 Lexington Ave,"201 Lexington Ave, Jersey City, NJ 07304, USA",40.7207941,-74.08544959999999
"221 Tonnele Ave. Apt.1, Jersey City, New Jersey 07306",221 Tonnelle Ave #1,"221 Tonnelle Ave #1, Jersey City, NJ 07306, USA",40.73849490000001,-74.0657435
"28 Sherman Pl. Apt.2D, Jersey City, New Jersey 07307",28 Sherman Pl #2d,"28 Sherman Pl #2d, Jersey City, NJ 07307, USA",40.7445152,-74.0520429
"235 Baldwin Ave., Jersey City, New Jersey 07306",235 Baldwin Ave,"235 Baldwin Ave, Jersey City, NJ 07306, USA",40.7300827,-74.0589512
"135 North St., Jersey City, New Jersey 07307",135 North St,"135 North St, Jersey City, NJ 07307, USA",40.7528754,-74.0471602
"23 Woodlawn Ave. Apt.2, Jersey City, New Jersey 07305",23 Woodlawn Ave #2,"23 Woodlawn Ave #2, Jersey City, NJ 07305, USA",40.6998199,-74.082184
"98 Fremont Ave.   Apt.941, Jersey City, New Jersey 07302",98 Fremont St #941,"98 Fremont St #941, Jersey City, NJ 07302, USA",40.7206448,-74.0592479
"51 Harvey Ave., Jersey City, New Jersey 07306",51 Harvey Ave,"51 Harvey Ave, Jersey City, NJ 07306, USA",40.7313712,-74.0836963
"280 Halladay Street, Jersey City, New Jersey 07304",280 Halladay St,"280 Halladay St, Jersey City, NJ 07304, USA",40.71217660000001,-74.0628693
"105 Tonnelle Ave. Apt.11, Jersey City, New Jersey 07306",105 Tonnelle Ave #11,"105 Tonnelle Ave #11, Jersey City, NJ 07306, USA",40.7344547,-74.06748739999999
"287 Lexington Ave, Jersey City, New Jersey 07304",287 Lexington Ave,"287 Lexington Ave, Jersey City, NJ 07304, USA",40.7223891,-74.0892853
"359 Danforth Ave., Jersey City, New Jersey 07305",359 Danforth Ave,"359 Danforth Ave, Jersey City, NJ 07305, USA",40.7034239,-74.0967891
"16 Fisk Street 2nd Fl, Jersey City, New Jersey 07305",16 Fisk St 2nd Fl,"16 Fisk St 2nd Fl, Jersey City, NJ 07305, USA",40.7133378,-74.0913961
"100 Glenwood Ave., Jersey City, New Jersey 07306",100 Glenwood Ave,"100 Glenwood Ave, Jersey City, NJ 07306, USA",40.728057,-74.0715489
"125 Warner Ave. #4, Jersey City, New Jersey 07305",NA,NA,NA,NA
"100 Glenwwod Ave. Apt.C5, Jersey City, New Jersey 07306",100 Glenwood Ave c5,"100 Glenwood Ave c5, Jersey City, NJ 07306, USA",40.728057,-74.0715489
"294 Barrow Street Apt. 6, Jersey City, New Jersey 07302",294 Barrow St #6,"294 Barrow St #6, Jersey City, NJ 07302, USA",40.7189061,-74.04549159999999
"32 Gifford Ave., Jersey City, New Jersey 07304",32 Gifford Ave,"32 Gifford Ave, Jersey City, NJ 07304, USA",40.7210684,-74.0745778
"9 Beach Street, Jersey City, New Jersey 07307",9 Beach St,"9 Beach St, Jersey City, NJ 07307, USA",40.7431857,-74.05499089999999
"839 Bergen Avenue, Jersey City, New Jersey 07306",839 Bergen Ave,"839 Bergen Ave, Jersey City, NJ 07306, USA",40.7282375,-74.0672021
"437 Halladay St Apt. 2, Jersey City, New Jersey 07304",437 Halladay St #2,"437 Halladay St #2, Jersey City, NJ 07304, USA",40.71568500000001,-74.0585057
"124 St. Paul's Ave. #1, Jersey City, New Jersey 07306",NA,NA,NA,NA
"152 McAdoo Ave. Apt.1, Jersey City, New Jersey 07305",152 McAdoo Ave #1,"152 McAdoo Ave #1, Jersey City, NJ 07305, USA",40.7046091,-74.09450489999999
"387-2 Van Horne St., Jersey City, New Jersey 07304",387 Van Horne St,"387 Van Horne St, Jersey City, NJ 07304, USA",40.716779,-74.058151
"110 Lake Street, Jersey City, New Jersey 07306",110 Lake St,"110 Lake St, Jersey City, NJ 07306, USA",40.743772,-74.05961789999999
"171 Ocean Ave, Jersey City, New Jersey 07305",171 Ocean Ave,"171 Ocean Ave, Jersey City, NJ 07305, USA",40.6944688,-74.09240559999999
"32 Corbin Ave, Jersey City, New Jersey 07306",32 Corbin Ave,"32 Corbin Ave, Jersey City, NJ 07306, USA",40.7315041,-74.07175540000001
"245 Old Bergen Rd. Apt.1, Jersey City, New Jersey 07305",245 Old Bergen Rd #1,"245 Old Bergen Rd #1, Jersey City, NJ 07305, USA",40.6984259,-74.09259449999999
"298 Montgomery St. Apt.2B, Jersey City, New Jersey 07302",298 Montgomery St #2b,"298 Montgomery St #2b, Jersey City, NJ 07302, USA",40.7189399,-74.0483528
"3562 JFK BLVD Apt. 2, Jersey City, New Jersey 07307",3562 John F. Kennedy Blvd #2,"3562 John F. Kennedy Blvd #2, Union City, NJ 07087, USA",40.753053,-74.05072899999999
"546 Bramhall Ave, Jersey City, New Jersey 07304",546 Bramhall Ave,"546 Bramhall Ave, Jersey City, NJ 07304, USA",40.715089,-74.074049
"43A Stevens Ave. Apt. A, Jersey City, New Jersey 07305",43A Stevens Ave a,"43A Stevens Ave a, Jersey City, NJ 07305, USA",40.700346,-74.0866697
"31 Clendenny Ave. 2nd Flr., Jersey City, New Jersey 07304",31 Clendenny Ave 2nd Flr,"31 Clendenny Ave 2nd Flr, Jersey City, NJ 07304, USA",40.7169905,-74.0795835
"53 Duncan Ave. Apt.6, Jersey City, New Jersey 07304",53 Duncan Ave Apt 6,"53 Duncan Ave Apt 6, Jersey City, NJ 07304, USA",40.7242551,-74.0726449
"459 Montgomery Street, Jersey City, New Jersey 07302",459 Montgomery St,"459 Montgomery St, Jersey City, NJ 07302, USA",40.7210707,-74.05594479999999
"67 Griffith Street, Jersey City, New Jersey 07307",67 Griffith St,"67 Griffith St, Jersey City, NJ 07307, USA",40.744242,-74.04572
"99 Boyd Ave., Jersey City, New Jersey 07304",99 Boyd Ave,"99 Boyd Ave, Jersey City, NJ 07304, USA",40.7168891,-74.0839134
"285 Ege ST. Apt.1, Jersey City, New Jersey 07304",285 Ege Ave #1,"285 Ege Ave #1, Jersey City, NJ 07304, USA",40.716837,-74.087565
"215 Custer Ave, Jersey City, New Jersey 07305",215 Custer Ave,"215 Custer Ave, Jersey City, NJ 07305, USA",40.6938347,-74.0999768
"93 Garrison Ave. Apt. 3C, Jersey City, New Jersey 07306",93 Garrison Ave #3c,"93 Garrison Ave #3c, Jersey City, NJ 07306, USA",40.7320937,-74.06881829999999
"459-4 Pacific Avenue, Jersey City, New Jersey 07304",459 Pacific Ave,"459 Pacific Ave, Jersey City, NJ 07304, USA",40.7152445,-74.0575583
"16 Union St., Jersey City, New Jersey 07304",16 Union St,"16 Union St, Jersey City, NJ 07304, USA",40.7116702,-74.07100799999999
"67 Merseles St., Jersey City, New Jersey 07304",67 Merseles St,"67 Merseles St, Jersey City, NJ 07302, USA",40.7207641,-74.0557415
"376 Baldwin Ave. Apt.1, Jersey City, New Jersey 07306",376 Baldwin Ave #1,"376 Baldwin Ave #1, Jersey City, NJ 07306, USA",40.7334569,-74.0541322
"14 Roosevelt Ave., Jersey City, New Jersey 07304",14 Roosevelt Ave,"14 Roosevelt Ave, Jersey City, NJ 07304, USA",40.7205005,-74.08237179999999
"2274 Kennedy Blvd. Apt.2, Jersey City, New Jersey 07304",2274 John F. Kennedy Blvd #2,"2274 John F. Kennedy Blvd #2, Jersey City, NJ 07304, USA",40.7161384,-74.0811171
"443 Pacific Ave., Jersey City, New Jersey 07304",443 Pacific Ave,"443 Pacific Ave, Jersey City, NJ 07304, USA",40.7146763,-74.0583369
"158 Mercer St., Jersey City, New Jersey 07302",158 Mercer St,"158 Mercer St, Jersey City, NJ 07302, USA",40.7202566,-74.0494281
"378 Pacific Ave, Jersey City, New Jersey 07304",378-380 Pacific Ave,"378-380 Pacific Ave, Jersey City, NJ 07304, USA",40.713061,-74.059834
"191 Pine Street, Jersey City, New Jersey 07304",191 Pine St,"191 Pine St, Jersey City, NJ 07304, USA",40.71031300000001,-74.061869
"627 Summit Ave, Jersey City, New Jersey 07306",627 Summit Ave,"627 Summit Ave, Jersey City, NJ 07306, USA",40.7359518,-74.0591785
"80 Maple Street, Jersey City, New Jersey 07304",80 Maple St,"80 Maple St, Jersey City, NJ 07304, USA",40.71231299999999,-74.058837
"125 Corbin Ave. Apt.101, Jersey City, New Jersey 07306",125 Corbin Ave #101,"125 Corbin Ave #101, Jersey City, NJ 07306, USA",40.734763,-74.0703557
"58 Freemont St. Apt.320, Jersey City, New Jersey 07302",58 Fremont St #320,"58 Fremont St #320, Jersey City, NJ 07302, USA",40.719211,-74.0594596
"280 Marin Blvd APt. 16T, Jersey City, New Jersey 07302",280 Marin Blvd #16t,"280 Marin Blvd #16t, Jersey City, NJ 07302, USA",40.718384,-74.0413497
"9 Briarwood Rd, Jersey City, New Jersey 07305",9 Briarwood Rd,"9 Briarwood Rd, Jersey City, NJ 07305, USA",40.6961166,-74.1038311
"14 Montgomery Ct. Apt. 14, Jersey City, New Jersey 07302",14 Montgomery Ct #14,"14 Montgomery Ct #14, Jersey City, NJ 07302, USA",40.7204376,-74.05679119999999
"364B York Street, Jersey City, New Jersey 07302",364B York St,"364B York St, Jersey City, NJ 07302, USA",40.7189256,-74.0507307
"591 Grand Street, Jersey City, New Jersey 07304",591 Grand St,"591 Grand St, Jersey City, NJ 07304, USA",40.7169442,-74.06141869999999
"45 Grant Ave., Jersey City, New Jersey 07305",45 Grant Ave,"45 Grant Ave, Jersey City, NJ 07305, USA",40.7081144,-74.0795569
"74 Madison Avenue Apt. 1, Jersey City, New Jersey 07304",74 Madison Ave #1,"74 Madison Ave #1, Jersey City, NJ 07304, USA",40.716219,-74.071765
"184 Van Horne St. Apt.1, Jersey City, New Jersey 07304",184 Van Horne St #1,"184 Van Horne St #1, Jersey City, NJ 07304, USA",40.7118524,-74.0646652
"143 Van Horne St, Jersey City, New Jersey 07304",143 Van Horne St,"143 Van Horne St, Jersey City, NJ 07304, USA",40.711322,-74.066031
"185 Van Horn St. Apt.3, Jersey City, New Jersey 07304",185 Van Horne St #3,"185 Van Horne St #3, Jersey City, NJ 07304, USA",40.7120371,-74.0649174
"3454 Van Horne St., Jersey City, New Jersey 07304",Van Horne St,"Van Horne St, Jersey City, NJ 07304, USA",40.71336429999999,-74.06273399999999
"Pearsall Ave., Jersey City, New Jersey 07305",Pearsall Ave,"Pearsall Ave, Jersey City, NJ 07305, USA",40.6961303,-74.0951394
"19 Williams Ave.   Apt.19, Jersey City, New Jersey 07304",19 Williams Ave #19,"19 Williams Ave #19, Jersey City, NJ 07304, USA",40.7181383,-74.0850802
"82 Wayne St., Jersey City, New Jersey 07302",82 Wayne St,"82 Wayne St, Jersey City, NJ 07302, USA",40.71982999999999,-74.045845
"302 Johnston Ave, Jersey City, New Jersey 07304",302 Johnston Ave,"302 Johnston Ave, Jersey City, NJ 07304, USA",40.71235040000001,-74.0567623
"290 Bright St., Jersey City, New Jersey 07302",290 Bright St,"290 Bright St, Jersey City, NJ 07302, USA",40.7202787,-74.0575717
"324 Randolph Ave.     Apt. 2L, Jersey City, New Jersey 07304",324 Randolph Ave #2l,"324 Randolph Ave #2l, Jersey City, NJ 07304, USA",40.713901,-74.06854299999999
"432A Pacific Ave. Apt. 1, Jersey City, New Jersey 07304",432 Pacific Ave #1,"432 Pacific Ave #1, Jersey City, NJ 07304, USA",40.714349,-74.0583087
"336 Whiton Avenue, Jersey City, New Jersey 07304",336 Whiton St,"336 Whiton St, Jersey City, NJ 07304, USA",40.7122466,-74.0597658
"455 Pacific Ave., Jersey City, New Jersey 07304",455 Pacific Ave,"455 Pacific Ave, Jersey City, NJ 07304, USA",40.7149058,-74.0580232
"467 Communipaw Avenue, Jersey City, New Jersey 07304",467 Communipaw Ave,"467 Communipaw Ave, Jersey City, NJ 07304, USA",40.7146412,-74.0670875
"254 Halladay St.  Apt.2, Jersey City, New Jersey 07304",254 Halladay St #2,"254 Halladay St #2, Jersey City, NJ 07304, USA",40.7114181,-74.063816
"167 Van Horne ST., Jersey City, New Jersey 07304",167 Van Horne St,"167 Van Horne St, Jersey City, NJ 07304, USA",40.711739,-74.065444
"487 Communipaw Avenue Apt 1, Jersey City, New Jersey 07304",487 Communipaw Ave #1,"487 Communipaw Ave #1, Jersey City, NJ 07304, USA",40.715111,-74.067876
"2B Dr. George Cannon Dr. Apt.2B, Jersey City, New Jersey 07304",2 Dr George E. Cannon Dr #2b,"2 Dr George E. Cannon Dr #2b, Jersey City, NJ 07304, USA",40.7091786,-74.0633094
"94 Fremont St., Jersey City, New Jersey 07302",94 Fremont St,"94 Fremont St, Jersey City, NJ 07302, USA",40.7203115,-74.0588666
"411 Woodlawn Ave., Jersey City, New Jersey 07305",411 Woodlawn Ave,"411 Woodlawn Ave, Jersey City, NJ 07305, USA",40.708875,-74.095074
"100 LEMBECK AVE, Jersey City, New Jersey 07305",100 Lembeck Ave,"100 Lembeck Ave, Jersey City, NJ 07305, USA",40.6940864,-74.0921402
"306 WINFIELD AVE, Jersey City, New Jersey 07305",306 Winfield Ave,"306 Winfield Ave, Jersey City, NJ 07305, USA",40.69891,-74.0992426
"370 Ocean Ave, Jersey City, New Jersey 07305",370 Ocean Ave,"370 Ocean Ave, Jersey City, NJ 07305, USA",40.699198,-74.08482699999999
"228 Bartholdi Ave, Jersey City, New Jersey 07305",228 Bartholdi Ave,"228 Bartholdi Ave, Jersey City, NJ 07305, USA",40.6999044,-74.09924149999999
"159 BARTHOLDI AVE FL 1, Jersey City, New Jersey 07305",159 Bartholdi Ave FL 1,"159 Bartholdi Ave FL 1, Jersey City, NJ 07305, USA",40.6976467,-74.0978165
"303 OLD BERGEN ROAD APT 2, Jersey City, New Jersey 07305",303 Old Bergen Rd #2,"303 Old Bergen Rd #2, Jersey City, NJ 07305, USA",40.7005039,-74.0924515
"165 LEMBECK AVE, Jersey City, New Jersey 07305",165 Lembeck Ave,"165 Lembeck Ave, Jersey City, NJ 07305, USA",40.6960173,-74.0944131
"497 Martin Luther King Dr, Jersey City, New Jersey 07304",497 Martin Luther King Dr.,"497 Martin Luther King Dr., Jersey City, NJ 07304, USA",40.7150027,-74.07546119999999
"125 Hopkins Ave, Jersey City, New Jersey 07306",125 Hopkins Ave,"125 Hopkins Ave, Jersey City, NJ 07306, USA",40.7367835,-74.0561214
"63 Charles St, Jersey City, New Jersey 07307",63 Charles St,"63 Charles St, Jersey City, NJ 07307, USA",40.7488621,-74.05102529999999
"8 St. Pauls Ave, Jersey City, New Jersey 07306",8 St Pauls Ave,"8 St Pauls Ave, Jersey City, NJ 07306, USA",40.7337801,-74.05136159999999
"104 Palisade Ave, Jersey City, New Jersey 07306",104 Palisade Ave,"104 Palisade Ave, Jersey City, NJ 07306, USA",40.732686,-74.051267
"390 Baldwin Ave, Jersey City, New Jersey 07306",390 Baldwin Ave,"390 Baldwin Ave, Jersey City, NJ 07306, USA",40.7338684,-74.053765
"227 Pearsall Ave, Jersey City, New Jersey 07305",227 Pearsall Ave,"227 Pearsall Ave, Jersey City, NJ 07305, USA",40.69710329999999,-74.0962645
"190 New York Ave, Jersey City, New Jersey 07307",190 New York Ave,"190 New York Ave, Jersey City, NJ 07307, USA",40.7425133,-74.04610199999999
"84 Mcadoo Avenue, Jersey City, New Jersey 07305",84 McAdoo Ave,"84 McAdoo Ave, Jersey City, NJ 07305, USA",40.7026488,-74.09286449999999
"105 Beach St, Jersey City, New Jersey 07307",105 Beach St,"105 Beach St, Jersey City, NJ 07307, USA",40.7448896,-74.0593118
"261 Manhatten Ave, Jersey City, New Jersey 07307",261 Manhattan Ave,"261 Manhattan Ave, Jersey City, NJ 07307, USA",40.7462572,-74.0605575
"93 Beacon Ave, Jersey City, New Jersey 07306",93 Beacon Ave,"93 Beacon Ave, Jersey City, NJ 07306, USA",40.7366367,-74.0543071
"219 Virginia Ave, Jersey City, New Jersey 07304",219 Virginia Ave,"219 Virginia Ave, Jersey City, NJ 07304, USA",40.7155417,-74.08400809999999
"347 Liberty Avenue, Jersey City, New Jersey 07307",347 Liberty Ave,"347 Liberty Ave, Jersey City, NJ 07307, USA",40.74875919999999,-74.0579759
"164 Lincoln St, Jersey City, New Jersey 07307",164 Lincoln St,"164 Lincoln St, Jersey City, NJ 07307, USA",40.7497275,-74.056427
"225 St Pauls Ave, Jersey City, New Jersey 07306",225 St Pauls Ave,"225 St Pauls Ave, Jersey City, NJ 07306, USA",40.73719639999999,-74.0611563
"74 Terrace Ave, Jersey City, New Jersey 07307",74 Terrace Ave,"74 Terrace Ave, Jersey City, NJ 07307, USA",40.7488872,-74.0585368
"27 Charlton Ave, Jersey City, New Jersey 07307",NA,NA,NA,NA
"26 Jefferson Ave, Jersey City, New Jersey 07306",26 Jefferson Ave,"26 Jefferson Ave, Jersey City, NJ 07306, USA",40.73674099999999,-74.0502772
"11 Palisade Ave, Jersey City, New Jersey 07306",11 Palisade Ave,"11 Palisade Ave, Jersey City, NJ 07306, USA",40.7301378,-74.0549898
"129 Hopkins ave, Jersey City, New Jersey 07306",129 Hopkins Ave,"129 Hopkins Ave, Jersey City, NJ 07306, USA",40.7368561,-74.0562935
"123 Franklin St, Jersey City, New Jersey 07307",123 Franklin St,"123 Franklin St, Jersey City, NJ 07307, USA",40.7426946,-74.0501321
"202 Zabriskie St, Jersey City, New Jersey 07307",202 Zabriskie St,"202 Zabriskie St, Jersey City, NJ 07307, USA",40.7488746,-74.0591348
"31 Milton Ave, Jersey City, New Jersey 07307",31 Milton Ave,"31 Milton Ave, Jersey City, NJ 07307, USA",40.7488639,-74.05278729999999
"232 Forrest St, Jersey City, New Jersey 07304",232 Forrest St,"232 Forrest St, Jersey City, NJ 07304, USA",40.71173719999999,-74.0742333
"263 Liberty Ave, Jersey City, New Jersey 07307",263 Liberty Ave,"263 Liberty Ave, Jersey City, NJ 07307, USA",40.746356,-74.05972299999999
